student_id,teacher_id,activity_id,direction_match,teacher_capacity_ratio,teacher_popularity,history_accept_rate,gpa_level,portfolio_score,student_priority,same_track,label,teacher_ai_score,teacher_design_score,teacher_engineering_score,teacher_profile_richness,competition_index,cold_teacher_flag,acceptance_safety
1220204003.0,104984,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,102936,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,109571,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,123023,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204003.0,102071,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204003.0,105036,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204003.0,104098,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204003.0,188014,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204003.0,104053,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204003.0,101077,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,105041,69b8df504f96eda48c639e19,0.35,1.0,1.0,0.0,0.7,0.45,1,0,1,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204003.0,103139,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204003.0,108017,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204003.0,121050,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204003.0,103242,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204003.0,103100,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204003.0,105689,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,114210,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,104984,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,102936,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,109571,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204003.0,123023,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204003.0,102071,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204003.0,105036,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204003.0,104098,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204003.0,188014,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204003.0,104053,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.7,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204004.0,101077,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,105041,686e1418b17f06430677f699,0.35,1.0,0.6667,0.0,0.64,0.45,1,0,1,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204004.0,103139,686e1418b17f06430677f699,0.35,0.1667,0.1667,0.8333,0.64,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204004.0,108017,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204004.0,121050,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204004.0,103242,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204004.0,103100,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204004.0,105689,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,114210,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,104984,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,102936,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,109571,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,123023,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204004.0,102071,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204004.0,105036,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204004.0,104098,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204004.0,188014,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204004.0,104053,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204004.0,101077,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,105041,68f4f54ff8d5de36c07600c3,0.35,1.0,0.6667,0.0,0.64,0.45,1,0,1,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204004.0,103139,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204004.0,108017,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204004.0,121050,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204004.0,103242,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204004.0,103100,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204004.0,105689,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,114210,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,104984,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,102936,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,109571,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,123023,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204004.0,102071,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204004.0,105036,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204004.0,104098,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204004.0,188014,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204004.0,104053,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204004.0,101077,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,105041,690324820f15cfd4e5266fba,0.35,1.0,0.6667,0.0,0.64,0.45,1,0,0,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204004.0,103139,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204004.0,108017,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204004.0,121050,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204004.0,103242,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204004.0,103100,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204004.0,105689,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,114210,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,104984,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,102936,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,109571,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,123023,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204004.0,102071,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204004.0,105036,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204004.0,104098,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204004.0,188014,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204004.0,104053,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204004.0,101077,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,105041,69b8df504f96eda48c639e19,0.35,1.0,1.0,0.0,0.64,0.45,1,0,1,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204004.0,103139,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204004.0,108017,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204004.0,121050,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204004.0,103242,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204004.0,103100,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204004.0,105689,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,114210,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,104984,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,102936,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,109571,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204004.0,123023,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204004.0,102071,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204004.0,105036,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204004.0,104098,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204004.0,188014,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204004.0,104053,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.64,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204005.0,101077,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,105041,686e1418b17f06430677f699,0.35,1.0,0.6667,0.0,0.56,0.45,1,0,1,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204005.0,103139,686e1418b17f06430677f699,0.35,0.1667,0.1667,0.8333,0.56,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204005.0,108017,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204005.0,121050,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204005.0,103242,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204005.0,103100,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204005.0,105689,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,114210,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,104984,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,102936,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,109571,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,123023,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204005.0,102071,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204005.0,105036,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204005.0,104098,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204005.0,188014,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204005.0,104053,686e1418b17f06430677f699,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204005.0,101077,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,105041,68f4f54ff8d5de36c07600c3,0.35,1.0,0.6667,0.0,0.56,0.45,1,0,0,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204005.0,103139,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204005.0,108017,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204005.0,121050,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204005.0,103242,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204005.0,103100,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204005.0,105689,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,114210,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,104984,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,102936,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,109571,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,123023,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204005.0,102071,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204005.0,105036,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204005.0,104098,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204005.0,188014,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204005.0,104053,68f4f54ff8d5de36c07600c3,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204005.0,101077,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,105041,690324820f15cfd4e5266fba,0.35,1.0,0.6667,0.0,0.56,0.45,1,0,1,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204005.0,103139,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204005.0,108017,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204005.0,121050,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204005.0,103242,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204005.0,103100,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204005.0,105689,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,114210,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,104984,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,102936,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,109571,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,123023,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
1220204005.0,102071,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.6349,0.1667,1.0,1,0.0
1220204005.0,105036,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.3175,0.1389,1.0,1,0.0
1220204005.0,104098,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.3175,0.1444,1.0,1,0.0
1220204005.0,188014,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.0,0.3175,0.1778,1.0,1,0.0
1220204005.0,104053,690324820f15cfd4e5266fba,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.2857,0.3175,0.1611,1.0,1,0.0
1220204005.0,101077,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,105041,69b8df504f96eda48c639e19,0.35,1.0,1.0,0.0,0.56,0.45,1,0,0,0.5714,0.8571,0.3175,0.1667,1.0,1,0.0
1220204005.0,103139,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,1.0,0.0,0.2722,1.0,1,0.0
1220204005.0,108017,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.5714,0.0,0.0,0.2278,1.0,1,0.0
1220204005.0,121050,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.8571,0.0,0.1722,1.0,1,0.0
1220204005.0,103242,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.0,0.5714,0.6349,0.1889,1.0,1,0.0
1220204005.0,103100,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.1833,1.0,1,0.0
1220204005.0,105689,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,114210,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,104984,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,102936,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,109571,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2,0.2,0.2,0.2,1.0,1,0.0
1220204005.0,123023,69b8df504f96eda48c639e19,0.35,0.0,0.0,1.0,0.56,0.45,1,0,0,0.2857,0.5714,0.3175,0.2111,1.0,1,0.0
